Date,Month,Day,Hour,season,Week_day,coef
2025-03-31,March,31,12:00,winter,Monday,9.101357173139116e-05
2025-03-31,March,31,13:00,winter,Monday,8.96697710296068e-05
2025-03-31,March,31,14:00,winter,Monday,9.036919876548176e-05
2025-03-31,March,31,15:00,winter,Monday,9.497395287850325e-05
2025-03-31,March,31,16:00,winter,Monday,0.000108572
2025-03-31,March,31,17:00,winter,Monday,0.000135841
2025-03-31,March,31,18:00,winter,Monday,0.000142185
2025-03-31,March,31,19:00,winter,Monday,0.000133545
2025-03-31,March,31,20:00,winter,Monday,0.000129765
2025-03-31,March,31,21:00,winter,Monday,0.000125092
2025-03-31,March,31,22:00,winter,Monday,0.000114741
2025-03-31,March,31,23:00,winter,Monday,0.000106315
2025-04-01,April,1,00:00,summer,Tuesday,0.000109998
2025-04-01,April,1,01:00,summer,Tuesday,0.000119338
2025-04-01,April,1,02:00,summer,Tuesday,0.000119203
2025-04-01,April,1,03:00,summer,Tuesday,0.000109854
2025-04-01,April,1,04:00,summer,Tuesday,9.940918261911137e-05
2025-04-01,April,1,05:00,summer,Tuesday,9.228877508510441e-05
2025-04-01,April,1,06:00,summer,Tuesday,0.000105449
2025-04-01,April,1,07:00,summer,Tuesday,0.000112367
2025-04-01,April,1,08:00,summer,Tuesday,0.00010343
2025-04-01,April,1,09:00,summer,Tuesday,9.521459123992671e-05
2025-04-01,April,1,10:00,summer,Tuesday,8.930768596273695e-05
2025-04-01,April,1,11:00,summer,Tuesday,8.714708523981926e-05
2025-04-01,April,1,12:00,summer,Tuesday,8.96305954554482e-05
2025-04-01,April,1,13:00,summer,Tuesday,9.505040912617037e-05
2025-04-01,April,1,14:00,summer,Tuesday,9.506494843327568e-05
2025-04-01,April,1,15:00,summer,Tuesday,9.481380127932439e-05
2025-04-01,April,1,16:00,summer,Tuesday,0.00010567
2025-04-01,April,1,17:00,summer,Tuesday,0.000129183
2025-04-01,April,1,18:00,summer,Tuesday,0.000135119
2025-04-01,April,1,19:00,summer,Tuesday,0.00012764
2025-04-01,April,1,20:00,summer,Tuesday,0.000125426
2025-04-01,April,1,21:00,summer,Tuesday,0.000121569
2025-04-01,April,1,22:00,summer,Tuesday,0.000112154
2025-04-01,April,1,23:00,summer,Tuesday,0.000103681
2025-04-02,April,2,00:00,summer,Wednesday,0.000123002
2025-04-02,April,2,01:00,summer,Wednesday,0.000128027
2025-04-02,April,2,02:00,summer,Wednesday,0.00011859
2025-04-02,April,2,03:00,summer,Wednesday,0.00010071
2025-04-02,April,2,04:00,summer,Wednesday,8.786669338617155e-05
2025-04-02,April,2,05:00,summer,Wednesday,8.718985687793372e-05
2025-04-02,April,2,06:00,summer,Wednesday,0.000101855
2025-04-02,April,2,07:00,summer,Wednesday,0.00010895
2025-04-02,April,2,08:00,summer,Wednesday,0.0001001
2025-04-02,April,2,09:00,summer,Wednesday,9.222396671958088e-05
2025-04-02,April,2,10:00,summer,Wednesday,8.801856534923953e-05
2025-04-02,April,2,11:00,summer,Wednesday,9.484745037548113e-05
2025-04-02,April,2,12:00,summer,Wednesday,9.910337727850636e-05
2025-04-02,April,2,13:00,summer,Wednesday,9.659106140032944e-05
2025-04-02,April,2,14:00,summer,Wednesday,9.50838621310689e-05
2025-04-02,April,2,15:00,summer,Wednesday,9.739238146991377e-05
2025-04-02,April,2,16:00,summer,Wednesday,0.000110951
2025-04-02,April,2,17:00,summer,Wednesday,0.000130935
2025-04-02,April,2,18:00,summer,Wednesday,0.000132873
2025-04-02,April,2,19:00,summer,Wednesday,0.000124521
2025-04-02,April,2,20:00,summer,Wednesday,0.000122276
2025-04-02,April,2,21:00,summer,Wednesday,0.000118969
2025-04-02,April,2,22:00,summer,Wednesday,0.000110146
2025-04-02,April,2,23:00,summer,Wednesday,0.000105672
2025-04-03,April,3,00:00,summer,Thursday,0.000126391
2025-04-03,April,3,01:00,summer,Thursday,0.000120725
2025-04-03,April,3,02:00,summer,Thursday,0.000108037
2025-04-03,April,3,03:00,summer,Thursday,9.106771840233061e-05
2025-04-03,April,3,04:00,summer,Thursday,8.109808626004287e-05
2025-04-03,April,3,05:00,summer,Thursday,8.195316501415756e-05
2025-04-03,April,3,06:00,summer,Thursday,9.729619481869119e-05
2025-04-03,April,3,07:00,summer,Thursday,0.000104112
2025-04-03,April,3,08:00,summer,Thursday,9.574665918069049e-05
2025-04-03,April,3,09:00,summer,Thursday,8.884839858198984e-05
2025-04-03,April,3,10:00,summer,Thursday,8.548712995932354e-05
2025-04-03,April,3,11:00,summer,Thursday,9.056188257986708e-05
2025-04-03,April,3,12:00,summer,Thursday,9.316777727975184e-05
2025-04-03,April,3,13:00,summer,Thursday,9.367954588621677e-05
2025-04-03,April,3,14:00,summer,Thursday,9.208675145227852e-05
2025-04-03,April,3,15:00,summer,Thursday,9.34960745742359e-05
2025-04-03,April,3,16:00,summer,Thursday,0.00010486
2025-04-03,April,3,17:00,summer,Thursday,0.000122783
2025-04-03,April,3,18:00,summer,Thursday,0.000126835
2025-04-03,April,3,19:00,summer,Thursday,0.000120369
2025-04-03,April,3,20:00,summer,Thursday,0.000118907
2025-04-03,April,3,21:00,summer,Thursday,0.00011523
2025-04-03,April,3,22:00,summer,Thursday,0.000106525
2025-04-03,April,3,23:00,summer,Thursday,9.803732848377058e-05
2025-04-04,April,4,00:00,summer,Friday,0.000101305
2025-04-04,April,4,01:00,summer,Friday,0.000113869
2025-04-04,April,4,02:00,summer,Friday,0.000105771
2025-04-04,April,4,03:00,summer,Friday,8.973814639336733e-05
2025-04-04,April,4,04:00,summer,Friday,8.490919570013976e-05
2025-04-04,April,4,05:00,summer,Friday,7.915794911699576e-05
2025-04-04,April,4,06:00,summer,Friday,9.182810288660432e-05
2025-04-04,April,4,07:00,summer,Friday,0.000100313
2025-04-04,April,4,08:00,summer,Friday,9.55165974659202e-05
2025-04-04,April,4,09:00,summer,Friday,9.161519352800217e-05
2025-04-04,April,4,10:00,summer,Friday,8.973242822490271e-05
2025-04-04,April,4,11:00,summer,Friday,9.55109966861159e-05
2025-04-04,April,4,12:00,summer,Friday,0.000102558
2025-04-04,April,4,13:00,summer,Friday,0.000104737
2025-04-04,April,4,14:00,summer,Friday,0.000105714
2025-04-04,April,4,15:00,summer,Friday,0.000107278
2025-04-04,April,4,16:00,summer,Friday,0.000113826
2025-04-04,April,4,17:00,summer,Friday,0.000128603
2025-04-04,April,4,18:00,summer,Friday,0.000133979
2025-04-04,April,4,19:00,summer,Friday,0.000125769
2025-04-04,April,4,20:00,summer,Friday,0.00012141
2025-04-04,April,4,21:00,summer,Friday,0.000117433
2025-04-04,April,4,22:00,summer,Friday,0.000110853
2025-04-04,April,4,23:00,summer,Friday,0.000108008
2025-04-05,April,5,00:00,summer,Saturday,0.00010051
2025-04-05,April,5,01:00,summer,Saturday,0.00010356
2025-04-05,April,5,02:00,summer,Saturday,0.000103106
2025-04-05,April,5,03:00,summer,Saturday,9.611050835247558e-05
2025-04-05,April,5,04:00,summer,Saturday,9.206964228531233e-05
2025-04-05,April,5,05:00,summer,Saturday,8.711377203693466e-05
2025-04-05,April,5,06:00,summer,Saturday,8.661120109298254e-05
2025-04-05,April,5,07:00,summer,Saturday,0.000103445
2025-04-05,April,5,08:00,summer,Saturday,0.000118479
2025-04-05,April,5,09:00,summer,Saturday,0.000128342
2025-04-05,April,5,10:00,summer,Saturday,0.000132046
2025-04-05,April,5,11:00,summer,Saturday,0.000131502
2025-04-05,April,5,12:00,summer,Saturday,0.000138493
2025-04-05,April,5,13:00,summer,Saturday,0.000134508
2025-04-05,April,5,14:00,summer,Saturday,0.000128076
2025-04-05,April,5,15:00,summer,Saturday,0.000123252
2025-04-05,April,5,16:00,summer,Saturday,0.000123633
2025-04-05,April,5,17:00,summer,Saturday,0.000137452
2025-04-05,April,5,18:00,summer,Saturday,0.000141167
2025-04-05,April,5,19:00,summer,Saturday,0.000130751
2025-04-05,April,5,20:00,summer,Saturday,0.000125406
2025-04-05,April,5,21:00,summer,Saturday,0.000120871
2025-04-05,April,5,22:00,summer,Saturday,0.00011339
2025-04-05,April,5,23:00,summer,Saturday,0.000110078
2025-04-06,April,6,00:00,summer,Sunday,0.00011046
2025-04-06,April,6,01:00,summer,Sunday,0.000112048
2025-04-06,April,6,02:00,summer,Sunday,0.000104834
2025-04-06,April,6,03:00,summer,Sunday,9.662361725701847e-05
2025-04-06,April,6,04:00,summer,Sunday,9.101226817483806e-05
2025-04-06,April,6,05:00,summer,Sunday,8.976467203449038e-05
2025-04-06,April,6,06:00,summer,Sunday,9.601354388624136e-05
2025-04-06,April,6,07:00,summer,Sunday,0.000111354
2025-04-06,April,6,08:00,summer,Sunday,0.000125664
2025-04-06,April,6,09:00,summer,Sunday,0.00013505
2025-04-06,April,6,10:00,summer,Sunday,0.000134497
2025-04-06,April,6,11:00,summer,Sunday,0.00013381
2025-04-06,April,6,12:00,summer,Sunday,0.000133249
2025-04-06,April,6,13:00,summer,Sunday,0.000132871
2025-04-06,April,6,14:00,summer,Sunday,0.00013523
2025-04-06,April,6,15:00,summer,Sunday,0.0001357
2025-04-06,April,6,16:00,summer,Sunday,0.000139107
2025-04-06,April,6,17:00,summer,Sunday,0.00015566
2025-04-06,April,6,18:00,summer,Sunday,0.000154753
2025-04-06,April,6,19:00,summer,Sunday,0.000140719
2025-04-06,April,6,20:00,summer,Sunday,0.000133473
2025-04-06,April,6,21:00,summer,Sunday,0.00012563
2025-04-06,April,6,22:00,summer,Sunday,0.000112609
2025-04-06,April,6,23:00,summer,Sunday,0.000101716
2025-04-07,April,7,00:00,summer,Monday,0.00010779
2025-04-07,April,7,01:00,summer,Monday,0.00011325
2025-04-07,April,7,02:00,summer,Monday,0.000108984
2025-04-07,April,7,03:00,summer,Monday,9.715765859634207e-05
2025-04-07,April,7,04:00,summer,Monday,8.727558027974428e-05
2025-04-07,April,7,05:00,summer,Monday,8.730445430813801e-05
2025-04-07,April,7,06:00,summer,Monday,0.000102159
2025-04-07,April,7,07:00,summer,Monday,0.000107798
2025-04-07,April,7,08:00,summer,Monday,0.000100152
2025-04-07,April,7,09:00,summer,Monday,9.517353366047214e-05
2025-04-07,April,7,10:00,summer,Monday,9.130718001151672e-05
2025-04-07,April,7,11:00,summer,Monday,9.107163910170976e-05
2025-04-07,April,7,12:00,summer,Monday,9.582591310614161e-05
2025-04-07,April,7,13:00,summer,Monday,9.639104586070664e-05
2025-04-07,April,7,14:00,summer,Monday,9.432550191036302e-05
2025-04-07,April,7,15:00,summer,Monday,9.532903402822541e-05
2025-04-07,April,7,16:00,summer,Monday,0.000111253
2025-04-07,April,7,17:00,summer,Monday,0.000136341
2025-04-07,April,7,18:00,summer,Monday,0.000139593
2025-04-07,April,7,19:00,summer,Monday,0.000129091
2025-04-07,April,7,20:00,summer,Monday,0.000124645
2025-04-07,April,7,21:00,summer,Monday,0.000120503
2025-04-07,April,7,22:00,summer,Monday,0.000109595
2025-04-07,April,7,23:00,summer,Monday,0.000100244
2025-04-08,April,8,00:00,summer,Tuesday,0.000107893
2025-04-08,April,8,01:00,summer,Tuesday,0.000121411
2025-04-08,April,8,02:00,summer,Tuesday,0.000110898
2025-04-08,April,8,03:00,summer,Tuesday,9.620978681836948e-05
2025-04-08,April,8,04:00,summer,Tuesday,8.530166007213907e-05
2025-04-08,April,8,05:00,summer,Tuesday,8.507808666503901e-05
2025-04-08,April,8,06:00,summer,Tuesday,9.99271444752625e-05
2025-04-08,April,8,07:00,summer,Tuesday,0.000105574
2025-04-08,April,8,08:00,summer,Tuesday,9.773164759356742e-05
2025-04-08,April,8,09:00,summer,Tuesday,9.084160788547546e-05
2025-04-08,April,8,10:00,summer,Tuesday,8.596950493649812e-05
2025-04-08,April,8,11:00,summer,Tuesday,8.659411024560676e-05
2025-04-08,April,8,12:00,summer,Tuesday,9.293940782435232e-05
2025-04-08,April,8,13:00,summer,Tuesday,9.3553777599628e-05
2025-04-08,April,8,14:00,summer,Tuesday,9.245230669988523e-05
2025-04-08,April,8,15:00,summer,Tuesday,9.486213378305176e-05
2025-04-08,April,8,16:00,summer,Tuesday,0.000111032
2025-04-08,April,8,17:00,summer,Tuesday,0.000135869
2025-04-08,April,8,18:00,summer,Tuesday,0.00013775
2025-04-08,April,8,19:00,summer,Tuesday,0.000126825
2025-04-08,April,8,20:00,summer,Tuesday,0.000123582
2025-04-08,April,8,21:00,summer,Tuesday,0.000119922
2025-04-08,April,8,22:00,summer,Tuesday,0.000109702
2025-04-08,April,8,23:00,summer,Tuesday,0.000100748
2025-04-09,April,9,00:00,summer,Wednesday,0.00010866
2025-04-09,April,9,01:00,summer,Wednesday,0.000114431
2025-04-09,April,9,02:00,summer,Wednesday,0.000115138
2025-04-09,April,9,03:00,summer,Wednesday,0.000103505
2025-04-09,April,9,04:00,summer,Wednesday,8.816143891371943e-05
2025-04-09,April,9,05:00,summer,Wednesday,8.377867678706641e-05
2025-04-09,April,9,06:00,summer,Wednesday,9.783716178194092e-05
2025-04-09,April,9,07:00,summer,Wednesday,0.000103757
2025-04-09,April,9,08:00,summer,Wednesday,9.786076580659846e-05
2025-04-09,April,9,09:00,summer,Wednesday,9.341821979470904e-05
2025-04-09,April,9,10:00,summer,Wednesday,8.981833441324101e-05
2025-04-09,April,9,11:00,summer,Wednesday,9.062891170959298e-05
2025-04-09,April,9,12:00,summer,Wednesday,9.954030974409817e-05
2025-04-09,April,9,13:00,summer,Wednesday,0.000100094
2025-04-09,April,9,14:00,summer,Wednesday,9.798828949885564e-05
2025-04-09,April,9,15:00,summer,Wednesday,9.814836771732879e-05
2025-04-09,April,9,16:00,summer,Wednesday,0.000111744
2025-04-09,April,9,17:00,summer,Wednesday,0.000134549
2025-04-09,April,9,18:00,summer,Wednesday,0.000137159
2025-04-09,April,9,19:00,summer,Wednesday,0.000127815
2025-04-09,April,9,20:00,summer,Wednesday,0.00012423
2025-04-09,April,9,21:00,summer,Wednesday,0.000121714
2025-04-09,April,9,22:00,summer,Wednesday,0.000112351
2025-04-09,April,9,23:00,summer,Wednesday,0.000102775
2025-04-10,April,10,00:00,summer,Thursday,0.000111207
2025-04-10,April,10,01:00,summer,Thursday,0.000120168
2025-04-10,April,10,02:00,summer,Thursday,0.000113536
2025-04-10,April,10,03:00,summer,Thursday,0.000102283
2025-04-10,April,10,04:00,summer,Thursday,8.741458022312203e-05
2025-04-10,April,10,05:00,summer,Thursday,8.630081687821683e-05
2025-04-10,April,10,06:00,summer,Thursday,0.000101435
2025-04-10,April,10,07:00,summer,Thursday,0.000107327
2025-04-10,April,10,08:00,summer,Thursday,9.941025753898866e-05
2025-04-10,April,10,09:00,summer,Thursday,9.325391087663696e-05
2025-04-10,April,10,10:00,summer,Thursday,8.81263987568208e-05
2025-04-10,April,10,11:00,summer,Thursday,8.7374628369113e-05
2025-04-10,April,10,12:00,summer,Thursday,9.114151933282967e-05
2025-04-10,April,10,13:00,summer,Thursday,9.878774496163768e-05
2025-04-10,April,10,14:00,summer,Thursday,0.000101055
2025-04-10,April,10,15:00,summer,Thursday,0.000102338
2025-04-10,April,10,16:00,summer,Thursday,0.000111422
2025-04-10,April,10,17:00,summer,Thursday,0.000134485
2025-04-10,April,10,18:00,summer,Thursday,0.000139016
2025-04-10,April,10,19:00,summer,Thursday,0.000131593
2025-04-10,April,10,20:00,summer,Thursday,0.000129023
2025-04-10,April,10,21:00,summer,Thursday,0.000127657
2025-04-10,April,10,22:00,summer,Thursday,0.000118384
2025-04-10,April,10,23:00,summer,Thursday,0.000105708
2025-04-11,April,11,00:00,summer,Friday,0.000134894
2025-04-11,April,11,01:00,summer,Friday,0.000136727
2025-04-11,April,11,02:00,summer,Friday,0.000134166
2025-04-11,April,11,03:00,summer,Friday,0.000120457
2025-04-11,April,11,04:00,summer,Friday,0.000100643
2025-04-11,April,11,05:00,summer,Friday,8.504901961570949e-05
2025-04-11,April,11,06:00,summer,Friday,9.563980336376596e-05
2025-04-11,April,11,07:00,summer,Friday,0.00010498
2025-04-11,April,11,08:00,summer,Friday,0.000104014
2025-04-11,April,11,09:00,summer,Friday,0.000102435
2025-04-11,April,11,10:00,summer,Friday,0.00010009
2025-04-11,April,11,11:00,summer,Friday,0.000102729
2025-04-11,April,11,12:00,summer,Friday,0.000105679
2025-04-11,April,11,13:00,summer,Friday,0.000106971
2025-04-11,April,11,14:00,summer,Friday,0.000108247
2025-04-11,April,11,15:00,summer,Friday,0.000110945
2025-04-11,April,11,16:00,summer,Friday,0.000122134
2025-04-11,April,11,17:00,summer,Friday,0.000138479
2025-04-11,April,11,18:00,summer,Friday,0.000142526
2025-04-11,April,11,19:00,summer,Friday,0.000130749
2025-04-11,April,11,20:00,summer,Friday,0.000123474
2025-04-11,April,11,21:00,summer,Friday,0.00011758
2025-04-11,April,11,22:00,summer,Friday,0.000108698
2025-04-11,April,11,23:00,summer,Friday,0.000100437
2025-04-12,April,12,00:00,summer,Saturday,0.000100219
2025-04-12,April,12,01:00,summer,Saturday,9.914979512917609e-05
2025-04-12,April,12,02:00,summer,Saturday,9.644040743416325e-05
2025-04-12,April,12,03:00,summer,Saturday,9.524681539945091e-05
2025-04-12,April,12,04:00,summer,Saturday,8.528065139101842e-05
2025-04-12,April,12,05:00,summer,Saturday,7.77606992191804e-05
2025-04-12,April,12,06:00,summer,Saturday,7.900686377053033e-05
2025-04-12,April,12,07:00,summer,Saturday,9.638333044751146e-05
2025-04-12,April,12,08:00,summer,Saturday,0.000114565
2025-04-12,April,12,09:00,summer,Saturday,0.000122834
2025-04-12,April,12,10:00,summer,Saturday,0.000127832
2025-04-12,April,12,11:00,summer,Saturday,0.000129559
2025-04-12,April,12,12:00,summer,Saturday,0.000132408
2025-04-12,April,12,13:00,summer,Saturday,0.000133758
2025-04-12,April,12,14:00,summer,Saturday,0.000129489
2025-04-12,April,12,15:00,summer,Saturday,0.000119665
2025-04-12,April,12,16:00,summer,Saturday,0.000116121
2025-04-12,April,12,17:00,summer,Saturday,0.000126486
2025-04-12,April,12,18:00,summer,Saturday,0.000132018
2025-04-12,April,12,19:00,summer,Saturday,0.000122606
2025-04-12,April,12,20:00,summer,Saturday,0.000117886
2025-04-12,April,12,21:00,summer,Saturday,0.000114426
2025-04-12,April,12,22:00,summer,Saturday,0.000106178
2025-04-12,April,12,23:00,summer,Saturday,9.754207289000303e-05
2025-04-13,April,13,00:00,summer,Sunday,9.383807952782731e-05
2025-04-13,April,13,01:00,summer,Sunday,9.093192817400487e-05
2025-04-13,April,13,02:00,summer,Sunday,8.919600881852507e-05
2025-04-13,April,13,03:00,summer,Sunday,9.261373504146808e-05
2025-04-13,April,13,04:00,summer,Sunday,8.476364440513817e-05
2025-04-13,April,13,05:00,summer,Sunday,7.951279037219328e-05
2025-04-13,April,13,06:00,summer,Sunday,8.024853255111292e-05
2025-04-13,April,13,07:00,summer,Sunday,9.466215344979265e-05
2025-04-13,April,13,08:00,summer,Sunday,0.000112927
2025-04-13,April,13,09:00,summer,Sunday,0.000122051
2025-04-13,April,13,10:00,summer,Sunday,0.000124949
2025-04-13,April,13,11:00,summer,Sunday,0.000124645
2025-04-13,April,13,12:00,summer,Sunday,0.000127494
2025-04-13,April,13,13:00,summer,Sunday,0.000129172
2025-04-13,April,13,14:00,summer,Sunday,0.000130559
2025-04-13,April,13,15:00,summer,Sunday,0.00013152
2025-04-13,April,13,16:00,summer,Sunday,0.000135847
2025-04-13,April,13,17:00,summer,Sunday,0.00015254
2025-04-13,April,13,18:00,summer,Sunday,0.000149056
2025-04-13,April,13,19:00,summer,Sunday,0.000133886
2025-04-13,April,13,20:00,summer,Sunday,0.000125273
2025-04-13,April,13,21:00,summer,Sunday,0.000119537
2025-04-13,April,13,22:00,summer,Sunday,0.000109209
2025-04-13,April,13,23:00,summer,Sunday,0.000100718
2025-04-14,April,14,00:00,summer,Monday,0.000109786
2025-04-14,April,14,01:00,summer,Monday,0.000105885
2025-04-14,April,14,02:00,summer,Monday,9.567317152542179e-05
2025-04-14,April,14,03:00,summer,Monday,8.367601359774288e-05
2025-04-14,April,14,04:00,summer,Monday,7.646010337800319e-05
2025-04-14,April,14,05:00,summer,Monday,7.639687489805004e-05
2025-04-14,April,14,06:00,summer,Monday,8.477133146902308e-05
2025-04-14,April,14,07:00,summer,Monday,9.615316014567179e-05
2025-04-14,April,14,08:00,summer,Monday,0.000104709
2025-04-14,April,14,09:00,summer,Monday,0.000107607
2025-04-14,April,14,10:00,summer,Monday,0.00010679
2025-04-14,April,14,11:00,summer,Monday,0.000107621
2025-04-14,April,14,12:00,summer,Monday,0.000110186
2025-04-14,April,14,13:00,summer,Monday,0.000106836
2025-04-14,April,14,14:00,summer,Monday,0.00010266
2025-04-14,April,14,15:00,summer,Monday,0.000100299
2025-04-14,April,14,16:00,summer,Monday,0.000108719
2025-04-14,April,14,17:00,summer,Monday,0.000134748
2025-04-14,April,14,18:00,summer,Monday,0.000140442
2025-04-14,April,14,19:00,summer,Monday,0.000129586
2025-04-14,April,14,20:00,summer,Monday,0.000124572
2025-04-14,April,14,21:00,summer,Monday,0.000122015
2025-04-14,April,14,22:00,summer,Monday,0.000112545
2025-04-14,April,14,23:00,summer,Monday,0.000102532
2025-04-15,April,15,00:00,summer,Tuesday,0.00010326
2025-04-15,April,15,01:00,summer,Tuesday,0.000101867
2025-04-15,April,15,02:00,summer,Tuesday,0.000102588
2025-04-15,April,15,03:00,summer,Tuesday,9.908584031328376e-05
2025-04-15,April,15,04:00,summer,Tuesday,9.587417468542121e-05
2025-04-15,April,15,05:00,summer,Tuesday,8.967318297656186e-05
2025-04-15,April,15,06:00,summer,Tuesday,8.847418789080871e-05
2025-04-15,April,15,07:00,summer,Tuesday,9.685836500020172e-05
2025-04-15,April,15,08:00,summer,Tuesday,0.000102887
2025-04-15,April,15,09:00,summer,Tuesday,0.000103768
2025-04-15,April,15,10:00,summer,Tuesday,0.000102919
2025-04-15,April,15,11:00,summer,Tuesday,0.000109779
2025-04-15,April,15,12:00,summer,Tuesday,0.000113125
2025-04-15,April,15,13:00,summer,Tuesday,0.000109881
2025-04-15,April,15,14:00,summer,Tuesday,0.000106327
2025-04-15,April,15,15:00,summer,Tuesday,0.000105964
2025-04-15,April,15,16:00,summer,Tuesday,0.000115889
2025-04-15,April,15,17:00,summer,Tuesday,0.000134063
2025-04-15,April,15,18:00,summer,Tuesday,0.000138227
2025-04-15,April,15,19:00,summer,Tuesday,0.000127544
2025-04-15,April,15,20:00,summer,Tuesday,0.00012328
2025-04-15,April,15,21:00,summer,Tuesday,0.000140459
2025-04-15,April,15,22:00,summer,Tuesday,0.000127546
2025-04-15,April,15,23:00,summer,Tuesday,0.000105616
2025-04-16,April,16,00:00,summer,Wednesday,0.000108583
2025-04-16,April,16,01:00,summer,Wednesday,9.223078211893231e-05
2025-04-16,April,16,02:00,summer,Wednesday,7.622139921735672e-05
2025-04-16,April,16,03:00,summer,Wednesday,7.24482790811816e-05
2025-04-16,April,16,04:00,summer,Wednesday,6.994095698006764e-05
2025-04-16,April,16,05:00,summer,Wednesday,6.678759923111282e-05
2025-04-16,April,16,06:00,summer,Wednesday,7.375352738191338e-05
2025-04-16,April,16,07:00,summer,Wednesday,8.628743078421036e-05
2025-04-16,April,16,08:00,summer,Wednesday,9.67714705774223e-05
2025-04-16,April,16,09:00,summer,Wednesday,9.9646065976222e-05
2025-04-16,April,16,10:00,summer,Wednesday,9.737853298535168e-05
2025-04-16,April,16,11:00,summer,Wednesday,9.66088669164192e-05
2025-04-16,April,16,12:00,summer,Wednesday,9.995946995542638e-05
2025-04-16,April,16,13:00,summer,Wednesday,0.000101575
2025-04-16,April,16,14:00,summer,Wednesday,9.859186555568345e-05
2025-04-16,April,16,15:00,summer,Wednesday,9.673294795849718e-05
2025-04-16,April,16,16:00,summer,Wednesday,0.000102965
2025-04-16,April,16,17:00,summer,Wednesday,0.000119817
2025-04-16,April,16,18:00,summer,Wednesday,0.000126602
2025-04-16,April,16,19:00,summer,Wednesday,0.000119733
2025-04-16,April,16,20:00,summer,Wednesday,0.000115817
2025-04-16,April,16,21:00,summer,Wednesday,0.000113339
2025-04-16,April,16,22:00,summer,Wednesday,0.000104794
2025-04-16,April,16,23:00,summer,Wednesday,9.560576331322181e-05
2025-04-17,April,17,00:00,summer,Thursday,0.000101344
2025-04-17,April,17,01:00,summer,Thursday,9.713734974404375e-05
2025-04-17,April,17,02:00,summer,Thursday,9.470401064354801e-05
2025-04-17,April,17,03:00,summer,Thursday,9.039205977211503e-05
2025-04-17,April,17,04:00,summer,Thursday,7.638967785762247e-05
2025-04-17,April,17,05:00,summer,Thursday,6.766762670875851e-05
2025-04-17,April,17,06:00,summer,Thursday,7.040264310137305e-05
2025-04-17,April,17,07:00,summer,Thursday,8.518972635131743e-05
2025-04-17,April,17,08:00,summer,Thursday,0.000105452
2025-04-17,April,17,09:00,summer,Thursday,0.000117076
2025-04-17,April,17,10:00,summer,Thursday,0.000119813
2025-04-17,April,17,11:00,summer,Thursday,0.000119967
2025-04-17,April,17,12:00,summer,Thursday,0.000118419
2025-04-17,April,17,13:00,summer,Thursday,0.000111281
2025-04-17,April,17,14:00,summer,Thursday,0.000107632
2025-04-17,April,17,15:00,summer,Thursday,0.000106302
2025-04-17,April,17,16:00,summer,Thursday,0.000112201
2025-04-17,April,17,17:00,summer,Thursday,0.000131843
2025-04-17,April,17,18:00,summer,Thursday,0.000135517
2025-04-17,April,17,19:00,summer,Thursday,0.000125621
2025-04-17,April,17,20:00,summer,Thursday,0.00011981
2025-04-17,April,17,21:00,summer,Thursday,0.000114719
2025-04-17,April,17,22:00,summer,Thursday,0.000105938
2025-04-17,April,17,23:00,summer,Thursday,9.639714086007559e-05
2025-04-18,April,18,00:00,summer,Friday,9.487270572187723e-05
2025-04-18,April,18,01:00,summer,Friday,9.729036100141562e-05
2025-04-18,April,18,02:00,summer,Friday,9.681010454670702e-05
2025-04-18,April,18,03:00,summer,Friday,8.965315280719468e-05
2025-04-18,April,18,04:00,summer,Friday,8.635255672341563e-05
2025-04-18,April,18,05:00,summer,Friday,7.73939563708638e-05
2025-04-18,April,18,06:00,summer,Friday,7.45900708043004e-05
2025-04-18,April,18,07:00,summer,Friday,8.875205452557148e-05
2025-04-18,April,18,08:00,summer,Friday,0.000109247
2025-04-18,April,18,09:00,summer,Friday,0.000122252
2025-04-18,April,18,10:00,summer,Friday,0.000127163
2025-04-18,April,18,11:00,summer,Friday,0.000129027
2025-04-18,April,18,12:00,summer,Friday,0.000127411
2025-04-18,April,18,13:00,summer,Friday,0.000128129
2025-04-18,April,18,14:00,summer,Friday,0.000127524
2025-04-18,April,18,15:00,summer,Friday,0.000123589
2025-04-18,April,18,16:00,summer,Friday,0.000125586
2025-04-18,April,18,17:00,summer,Friday,0.00013929
2025-04-18,April,18,18:00,summer,Friday,0.000141874
2025-04-18,April,18,19:00,summer,Friday,0.0001316
2025-04-18,April,18,20:00,summer,Friday,0.000124316
2025-04-18,April,18,21:00,summer,Friday,0.000119907
2025-04-18,April,18,22:00,summer,Friday,0.000111377
2025-04-18,April,18,23:00,summer,Friday,0.000101977
2025-04-19,April,19,00:00,summer,Saturday,0.000103708
2025-04-19,April,19,01:00,summer,Saturday,0.000108194
2025-04-19,April,19,02:00,summer,Saturday,9.695722375302155e-05
2025-04-19,April,19,03:00,summer,Saturday,8.900959685407978e-05
2025-04-19,April,19,04:00,summer,Saturday,7.929355031580484e-05
2025-04-19,April,19,05:00,summer,Saturday,7.390498843349825e-05
2025-04-19,April,19,06:00,summer,Saturday,7.717022873123447e-05
2025-04-19,April,19,07:00,summer,Saturday,9.23373198504547e-05
2025-04-19,April,19,08:00,summer,Saturday,0.000112596
2025-04-19,April,19,09:00,summer,Saturday,0.000124871
