Date,Month,Day,Hour,season,Week_day,coef
2024-10-01,October,1,00:00,winter,Tuesday,0.000101009
2024-10-01,October,1,01:00,winter,Tuesday,0.000108514
2024-10-01,October,1,02:00,winter,Tuesday,9.872809248620059e-05
2024-10-01,October,1,03:00,winter,Tuesday,8.286609253163494e-05
2024-10-01,October,1,04:00,winter,Tuesday,6.975421372783382e-05
2024-10-01,October,1,05:00,winter,Tuesday,6.820530668717543e-05
2024-10-01,October,1,06:00,winter,Tuesday,8.221630075369636e-05
2024-10-01,October,1,07:00,winter,Tuesday,9.123972820073846e-05
2024-10-01,October,1,08:00,winter,Tuesday,8.835948156650278e-05
2024-10-01,October,1,09:00,winter,Tuesday,8.599051566450038e-05
2024-10-01,October,1,10:00,winter,Tuesday,8.364050460261155e-05
2024-10-01,October,1,11:00,winter,Tuesday,8.415187754686134e-05
2024-10-01,October,1,12:00,winter,Tuesday,8.521708845061023e-05
2024-10-01,October,1,13:00,winter,Tuesday,8.570145156389223e-05
2024-10-01,October,1,14:00,winter,Tuesday,8.838085541130259e-05
2024-10-01,October,1,15:00,winter,Tuesday,9.436272005163838e-05
2024-10-01,October,1,16:00,winter,Tuesday,0.000112704
2024-10-01,October,1,17:00,winter,Tuesday,0.000145018
2024-10-01,October,1,18:00,winter,Tuesday,0.000148876
2024-10-01,October,1,19:00,winter,Tuesday,0.000137814
2024-10-01,October,1,20:00,winter,Tuesday,0.000126123
2024-10-01,October,1,21:00,winter,Tuesday,0.000118623
2024-10-01,October,1,22:00,winter,Tuesday,0.000107104
2024-10-01,October,1,23:00,winter,Tuesday,9.599223799791097e-05
2024-10-02,October,2,00:00,winter,Wednesday,0.000106959
2024-10-02,October,2,01:00,winter,Wednesday,0.000104813
2024-10-02,October,2,02:00,winter,Wednesday,9.360250054602241e-05
2024-10-02,October,2,03:00,winter,Wednesday,8.301519618967001e-05
2024-10-02,October,2,04:00,winter,Wednesday,7.780067348654309e-05
2024-10-02,October,2,05:00,winter,Wednesday,7.694350548036946e-05
2024-10-02,October,2,06:00,winter,Wednesday,8.794050762140105e-05
2024-10-02,October,2,07:00,winter,Wednesday,9.73100520025001e-05
2024-10-02,October,2,08:00,winter,Wednesday,9.324210098381398e-05
2024-10-02,October,2,09:00,winter,Wednesday,8.855902059208685e-05
2024-10-02,October,2,10:00,winter,Wednesday,8.470151561232977e-05
2024-10-02,October,2,11:00,winter,Wednesday,8.35727711409238e-05
2024-10-02,October,2,12:00,winter,Wednesday,8.304774518930565e-05
2024-10-02,October,2,13:00,winter,Wednesday,8.131838373547082e-05
2024-10-02,October,2,14:00,winter,Wednesday,8.296942392545995e-05
2024-10-02,October,2,15:00,winter,Wednesday,8.799114563022941e-05
2024-10-02,October,2,16:00,winter,Wednesday,0.00010604
2024-10-02,October,2,17:00,winter,Wednesday,0.000137216
2024-10-02,October,2,18:00,winter,Wednesday,0.000142968
2024-10-02,October,2,19:00,winter,Wednesday,0.000134243
2024-10-02,October,2,20:00,winter,Wednesday,0.000123144
2024-10-02,October,2,21:00,winter,Wednesday,0.000114394
2024-10-02,October,2,22:00,winter,Wednesday,0.000103118
2024-10-02,October,2,23:00,winter,Wednesday,9.18847148217544e-05
2024-10-03,October,3,00:00,winter,Thursday,0.000109171
2024-10-03,October,3,01:00,winter,Thursday,0.000107343
2024-10-03,October,3,02:00,winter,Thursday,9.710329986846785e-05
2024-10-03,October,3,03:00,winter,Thursday,8.67735757079335e-05
2024-10-03,October,3,04:00,winter,Thursday,8.190404886180595e-05
2024-10-03,October,3,05:00,winter,Thursday,7.74724733165914e-05
2024-10-03,October,3,06:00,winter,Thursday,8.88022312696291e-05
2024-10-03,October,3,07:00,winter,Thursday,9.856282828848134e-05
2024-10-03,October,3,08:00,winter,Thursday,9.447806684519993e-05
2024-10-03,October,3,09:00,winter,Thursday,8.920058083563238e-05
2024-10-03,October,3,10:00,winter,Thursday,8.42556490202324e-05
2024-10-03,October,3,11:00,winter,Thursday,8.261727012347175e-05
2024-10-03,October,3,12:00,winter,Thursday,8.374749449028148e-05
2024-10-03,October,3,13:00,winter,Thursday,8.464062528523927e-05
2024-10-03,October,3,14:00,winter,Thursday,8.546345756882021e-05
2024-10-03,October,3,15:00,winter,Thursday,8.890704296823418e-05
2024-10-03,October,3,16:00,winter,Thursday,0.000103137
2024-10-03,October,3,17:00,winter,Thursday,0.000131717
2024-10-03,October,3,18:00,winter,Thursday,0.000139267
2024-10-03,October,3,19:00,winter,Thursday,0.000133049
2024-10-03,October,3,20:00,winter,Thursday,0.000130688
2024-10-03,October,3,21:00,winter,Thursday,0.000116426
2024-10-03,October,3,22:00,winter,Thursday,0.00010272
2024-10-03,October,3,23:00,winter,Thursday,9.606626633695685e-05
2024-10-04,October,4,00:00,winter,Friday,0.000110676
2024-10-04,October,4,01:00,winter,Friday,0.000108831
2024-10-04,October,4,02:00,winter,Friday,0.000100555
2024-10-04,October,4,03:00,winter,Friday,8.784025330469978e-05
2024-10-04,October,4,04:00,winter,Friday,7.731990377627086e-05
2024-10-04,October,4,05:00,winter,Friday,7.626821518649953e-05
2024-10-04,October,4,06:00,winter,Friday,9.090103970707503e-05
2024-10-04,October,4,07:00,winter,Friday,0.000103045
2024-10-04,October,4,08:00,winter,Friday,0.000101048
2024-10-04,October,4,09:00,winter,Friday,9.537115250641824e-05
2024-10-04,October,4,10:00,winter,Friday,8.975270361068674e-05
2024-10-04,October,4,11:00,winter,Friday,8.805256855591473e-05
2024-10-04,October,4,12:00,winter,Friday,8.951699066048048e-05
2024-10-04,October,4,13:00,winter,Friday,8.958555996627351e-05
2024-10-04,October,4,14:00,winter,Friday,9.170089113910446e-05
2024-10-04,October,4,15:00,winter,Friday,9.651647876574368e-05
2024-10-04,October,4,16:00,winter,Friday,0.000109484
2024-10-04,October,4,17:00,winter,Friday,0.000132937
2024-10-04,October,4,18:00,winter,Friday,0.000141036
2024-10-04,October,4,19:00,winter,Friday,0.000131824
2024-10-04,October,4,20:00,winter,Friday,0.00011929
2024-10-04,October,4,21:00,winter,Friday,0.000111994
2024-10-04,October,4,22:00,winter,Friday,0.000103869
2024-10-04,October,4,23:00,winter,Friday,9.559439544448242e-05
2024-10-05,October,5,00:00,winter,Saturday,9.700167987235664e-05
2024-10-05,October,5,01:00,winter,Saturday,9.870341415573024e-05
2024-10-05,October,5,02:00,winter,Saturday,9.830216344207758e-05
2024-10-05,October,5,03:00,winter,Saturday,9.785542098933945e-05
2024-10-05,October,5,04:00,winter,Saturday,8.667465964242862e-05
2024-10-05,October,5,05:00,winter,Saturday,7.639995954863572e-05
2024-10-05,October,5,06:00,winter,Saturday,7.624405553582904e-05
2024-10-05,October,5,07:00,winter,Saturday,9.394841709036977e-05
2024-10-05,October,5,08:00,winter,Saturday,0.000112528
2024-10-05,October,5,09:00,winter,Saturday,0.000115823
2024-10-05,October,5,10:00,winter,Saturday,0.000112293
2024-10-05,October,5,11:00,winter,Saturday,0.000109904
2024-10-05,October,5,12:00,winter,Saturday,0.000112361
2024-10-05,October,5,13:00,winter,Saturday,0.000112589
2024-10-05,October,5,14:00,winter,Saturday,0.000108677
2024-10-05,October,5,15:00,winter,Saturday,0.000105255
2024-10-05,October,5,16:00,winter,Saturday,0.000111395
2024-10-05,October,5,17:00,winter,Saturday,0.000135652
2024-10-05,October,5,18:00,winter,Saturday,0.00014308
2024-10-05,October,5,19:00,winter,Saturday,0.000132203
2024-10-05,October,5,20:00,winter,Saturday,0.000119273
2024-10-05,October,5,21:00,winter,Saturday,0.000110271
2024-10-05,October,5,22:00,winter,Saturday,0.000101666
2024-10-05,October,5,23:00,winter,Saturday,9.367501736534366e-05
2024-10-06,October,6,00:00,winter,Sunday,9.487863697071742e-05
2024-10-06,October,6,01:00,winter,Sunday,9.586801469756115e-05
2024-10-06,October,6,02:00,winter,Sunday,9.557340365013503e-05
2024-10-06,October,6,03:00,winter,Sunday,9.011898458016813e-05
2024-10-06,October,6,04:00,winter,Sunday,8.42803849704201e-05
2024-10-06,October,6,05:00,winter,Sunday,7.6475845023366e-05
2024-10-06,October,6,06:00,winter,Sunday,7.638556086229698e-05
2024-10-06,October,6,07:00,winter,Sunday,9.293679845967638e-05
2024-10-06,October,6,08:00,winter,Sunday,0.000113565
2024-10-06,October,6,09:00,winter,Sunday,0.000119196
2024-10-06,October,6,10:00,winter,Sunday,0.00012132
2024-10-06,October,6,11:00,winter,Sunday,0.000126047
2024-10-06,October,6,12:00,winter,Sunday,0.000131588
2024-10-06,October,6,13:00,winter,Sunday,0.000131376
2024-10-06,October,6,14:00,winter,Sunday,0.000129711
2024-10-06,October,6,15:00,winter,Sunday,0.00012534
2024-10-06,October,6,16:00,winter,Sunday,0.000125991
2024-10-06,October,6,17:00,winter,Sunday,0.000152118
2024-10-06,October,6,18:00,winter,Sunday,0.000156657
2024-10-06,October,6,19:00,winter,Sunday,0.00014281
2024-10-06,October,6,20:00,winter,Sunday,0.000127764
2024-10-06,October,6,21:00,winter,Sunday,0.000115426
2024-10-06,October,6,22:00,winter,Sunday,0.000100674
2024-10-06,October,6,23:00,winter,Sunday,8.855787137040714e-05
2024-10-07,October,7,00:00,winter,Monday,0.000103043
2024-10-07,October,7,01:00,winter,Monday,0.000103793
2024-10-07,October,7,02:00,winter,Monday,0.000104081
2024-10-07,October,7,03:00,winter,Monday,9.24722629768263e-05
2024-10-07,October,7,04:00,winter,Monday,7.652278820620084e-05
2024-10-07,October,7,05:00,winter,Monday,7.190644116980698e-05
2024-10-07,October,7,06:00,winter,Monday,8.479676827147388e-05
2024-10-07,October,7,07:00,winter,Monday,9.453319765681733e-05
2024-10-07,October,7,08:00,winter,Monday,9.271150004309982e-05
2024-10-07,October,7,09:00,winter,Monday,9.198108712513896e-05
2024-10-07,October,7,10:00,winter,Monday,9.052267845171003e-05
2024-10-07,October,7,11:00,winter,Monday,9.194079948020185e-05
2024-10-07,October,7,12:00,winter,Monday,9.40496154288694e-05
2024-10-07,October,7,13:00,winter,Monday,9.440432977740712e-05
2024-10-07,October,7,14:00,winter,Monday,9.714250645288285e-05
2024-10-07,October,7,15:00,winter,Monday,0.000103569
2024-10-07,October,7,16:00,winter,Monday,0.000123069
2024-10-07,October,7,17:00,winter,Monday,0.000157052
2024-10-07,October,7,18:00,winter,Monday,0.000156229
2024-10-07,October,7,19:00,winter,Monday,0.000139969
2024-10-07,October,7,20:00,winter,Monday,0.000125312
2024-10-07,October,7,21:00,winter,Monday,0.000114536
2024-10-07,October,7,22:00,winter,Monday,0.000101208
2024-10-07,October,7,23:00,winter,Monday,9.095708045991196e-05
2024-10-08,October,8,00:00,winter,Tuesday,9.354680653493015e-05
2024-10-08,October,8,01:00,winter,Tuesday,9.879225710745792e-05
2024-10-08,October,8,02:00,winter,Tuesday,9.922312026204499e-05
2024-10-08,October,8,03:00,winter,Tuesday,9.27928552972114e-05
2024-10-08,October,8,04:00,winter,Tuesday,7.891688428778891e-05
2024-10-08,October,8,05:00,winter,Tuesday,7.167140399756415e-05
2024-10-08,October,8,06:00,winter,Tuesday,8.316881700838525e-05
2024-10-08,October,8,07:00,winter,Tuesday,9.2317735389558e-05
2024-10-08,October,8,08:00,winter,Tuesday,9.063341628195125e-05
2024-10-08,October,8,09:00,winter,Tuesday,8.96805609613237e-05
2024-10-08,October,8,10:00,winter,Tuesday,8.862995015706393e-05
2024-10-08,October,8,11:00,winter,Tuesday,9.047550274312432e-05
2024-10-08,October,8,12:00,winter,Tuesday,9.296636617624763e-05
2024-10-08,October,8,13:00,winter,Tuesday,9.195633019441479e-05
2024-10-08,October,8,14:00,winter,Tuesday,9.45775137694503e-05
2024-10-08,October,8,15:00,winter,Tuesday,0.000100772
2024-10-08,October,8,16:00,winter,Tuesday,0.000119101
2024-10-08,October,8,17:00,winter,Tuesday,0.00015149
2024-10-08,October,8,18:00,winter,Tuesday,0.000152548
2024-10-08,October,8,19:00,winter,Tuesday,0.000136966
2024-10-08,October,8,20:00,winter,Tuesday,0.000123522
2024-10-08,October,8,21:00,winter,Tuesday,0.00011364
2024-10-08,October,8,22:00,winter,Tuesday,0.000100887
2024-10-08,October,8,23:00,winter,Tuesday,9.141631544048986e-05
2024-10-09,October,9,00:00,winter,Wednesday,0.000100965
2024-10-09,October,9,01:00,winter,Wednesday,0.000105145
2024-10-09,October,9,02:00,winter,Wednesday,0.000102845
2024-10-09,October,9,03:00,winter,Wednesday,9.376608834770342e-05
2024-10-09,October,9,04:00,winter,Wednesday,7.697326580850018e-05
2024-10-09,October,9,05:00,winter,Wednesday,6.923874231253713e-05
2024-10-09,October,9,06:00,winter,Wednesday,8.174345370338228e-05
2024-10-09,October,9,07:00,winter,Wednesday,9.162495674390371e-05
2024-10-09,October,9,08:00,winter,Wednesday,8.985548357460608e-05
2024-10-09,October,9,09:00,winter,Wednesday,8.727430978032919e-05
2024-10-09,October,9,10:00,winter,Wednesday,8.512141986512306e-05
2024-10-09,October,9,11:00,winter,Wednesday,8.660154441726877e-05
2024-10-09,October,9,12:00,winter,Wednesday,8.738765707759043e-05
2024-10-09,October,9,13:00,winter,Wednesday,8.578450368285816e-05
2024-10-09,October,9,14:00,winter,Wednesday,8.794751921435478e-05
2024-10-09,October,9,15:00,winter,Wednesday,9.416631715571247e-05
2024-10-09,October,9,16:00,winter,Wednesday,0.00011017
2024-10-09,October,9,17:00,winter,Wednesday,0.00014106
2024-10-09,October,9,18:00,winter,Wednesday,0.000146855
2024-10-09,October,9,19:00,winter,Wednesday,0.000135234
2024-10-09,October,9,20:00,winter,Wednesday,0.000122505
2024-10-09,October,9,21:00,winter,Wednesday,0.000112483
2024-10-09,October,9,22:00,winter,Wednesday,9.996522619588892e-05
2024-10-09,October,9,23:00,winter,Wednesday,8.879120799340871e-05
2024-10-10,October,10,00:00,winter,Thursday,9.21216313383471e-05
2024-10-10,October,10,01:00,winter,Thursday,9.640111498306474e-05
2024-10-10,October,10,02:00,winter,Thursday,0.000102775
2024-10-10,October,10,03:00,winter,Thursday,9.750669295075721e-05
2024-10-10,October,10,04:00,winter,Thursday,8.43375304252617e-05
2024-10-10,October,10,05:00,winter,Thursday,7.24258019671942e-05
2024-10-10,October,10,06:00,winter,Thursday,8.129428098810908e-05
2024-10-10,October,10,07:00,winter,Thursday,9.064217406960613e-05
2024-10-10,October,10,08:00,winter,Thursday,9.047324472567668e-05
2024-10-10,October,10,09:00,winter,Thursday,9.046300806605885e-05
2024-10-10,October,10,10:00,winter,Thursday,8.980097644781518e-05
2024-10-10,October,10,11:00,winter,Thursday,9.131154938734468e-05
2024-10-10,October,10,12:00,winter,Thursday,9.456423974221196e-05
2024-10-10,October,10,13:00,winter,Thursday,9.451269568123912e-05
2024-10-10,October,10,14:00,winter,Thursday,9.504499850166759e-05
2024-10-10,October,10,15:00,winter,Thursday,9.877870204337459e-05
2024-10-10,October,10,16:00,winter,Thursday,0.000113769
2024-10-10,October,10,17:00,winter,Thursday,0.000144319
2024-10-10,October,10,18:00,winter,Thursday,0.000151804
2024-10-10,October,10,19:00,winter,Thursday,0.000142194
2024-10-10,October,10,20:00,winter,Thursday,0.00013034
2024-10-10,October,10,21:00,winter,Thursday,0.000123681
2024-10-10,October,10,22:00,winter,Thursday,0.00011696
2024-10-10,October,10,23:00,winter,Thursday,0.00010493
2024-10-11,October,11,00:00,winter,Friday,0.000132501
2024-10-11,October,11,01:00,winter,Friday,0.000130461
2024-10-11,October,11,02:00,winter,Friday,0.00011618
2024-10-11,October,11,03:00,winter,Friday,9.749964359283779e-05
2024-10-11,October,11,04:00,winter,Friday,8.264011547146073e-05
2024-10-11,October,11,05:00,winter,Friday,8.010885375944933e-05
2024-10-11,October,11,06:00,winter,Friday,9.13011861280993e-05
2024-10-11,October,11,07:00,winter,Friday,0.000102844
2024-10-11,October,11,08:00,winter,Friday,0.000102202
2024-10-11,October,11,09:00,winter,Friday,9.932767395122316e-05
2024-10-11,October,11,10:00,winter,Friday,9.531654344492314e-05
2024-10-11,October,11,11:00,winter,Friday,9.56320989013874e-05
2024-10-11,October,11,12:00,winter,Friday,9.730153339296129e-05
2024-10-11,October,11,13:00,winter,Friday,9.916053716386335e-05
2024-10-11,October,11,14:00,winter,Friday,0.000103086
2024-10-11,October,11,15:00,winter,Friday,0.000108337
2024-10-11,October,11,16:00,winter,Friday,0.000122171
2024-10-11,October,11,17:00,winter,Friday,0.000144951
2024-10-11,October,11,18:00,winter,Friday,0.000152453
2024-10-11,October,11,19:00,winter,Friday,0.000138598
2024-10-11,October,11,20:00,winter,Friday,0.00012432
2024-10-11,October,11,21:00,winter,Friday,0.000116187
2024-10-11,October,11,22:00,winter,Friday,0.000106939
2024-10-11,October,11,23:00,winter,Friday,9.811879662340289e-05
2024-10-12,October,12,00:00,winter,Saturday,9.76560994449264e-05
2024-10-12,October,12,01:00,winter,Saturday,9.777092213445185e-05
2024-10-12,October,12,02:00,winter,Saturday,9.801108531230965e-05
2024-10-12,October,12,03:00,winter,Saturday,8.98434614201602e-05
2024-10-12,October,12,04:00,winter,Saturday,8.448478605623555e-05
2024-10-12,October,12,05:00,winter,Saturday,7.795056672915906e-05
2024-10-12,October,12,06:00,winter,Saturday,7.70427286804599e-05
2024-10-12,October,12,07:00,winter,Saturday,9.407625221566384e-05
2024-10-12,October,12,08:00,winter,Saturday,0.000114233
2024-10-12,October,12,09:00,winter,Saturday,0.00012197
2024-10-12,October,12,10:00,winter,Saturday,0.000121592
2024-10-12,October,12,11:00,winter,Saturday,0.000119694
2024-10-12,October,12,12:00,winter,Saturday,0.000120252
2024-10-12,October,12,13:00,winter,Saturday,0.000118587
2024-10-12,October,12,14:00,winter,Saturday,0.000114356
2024-10-12,October,12,15:00,winter,Saturday,0.000112733
2024-10-12,October,12,16:00,winter,Saturday,0.000121837
2024-10-12,October,12,17:00,winter,Saturday,0.000147984
2024-10-12,October,12,18:00,winter,Saturday,0.000155721
2024-10-12,October,12,19:00,winter,Saturday,0.000138697
2024-10-12,October,12,20:00,winter,Saturday,0.000124491
2024-10-12,October,12,21:00,winter,Saturday,0.000115288
2024-10-12,October,12,22:00,winter,Saturday,0.000106626
2024-10-12,October,12,23:00,winter,Saturday,9.900492350121298e-05
2024-10-13,October,13,00:00,winter,Sunday,0.000119119
2024-10-13,October,13,01:00,winter,Sunday,0.000117212
2024-10-13,October,13,02:00,winter,Sunday,0.000107906
2024-10-13,October,13,03:00,winter,Sunday,9.628486469596067e-05
2024-10-13,October,13,04:00,winter,Sunday,8.42302614452843e-05
2024-10-13,October,13,05:00,winter,Sunday,7.484979828127102e-05
2024-10-13,October,13,06:00,winter,Sunday,7.37402337046116e-05
2024-10-13,October,13,07:00,winter,Sunday,8.77386924634671e-05
2024-10-13,October,13,08:00,winter,Sunday,0.000110885
2024-10-13,October,13,09:00,winter,Sunday,0.000124354
2024-10-13,October,13,10:00,winter,Sunday,0.000127719
2024-10-13,October,13,11:00,winter,Sunday,0.000127266
2024-10-13,October,13,12:00,winter,Sunday,0.000125875
2024-10-13,October,13,13:00,winter,Sunday,0.000123233
2024-10-13,October,13,14:00,winter,Sunday,0.000120603
2024-10-13,October,13,15:00,winter,Sunday,0.000118745
2024-10-13,October,13,16:00,winter,Sunday,0.000128763
2024-10-13,October,13,17:00,winter,Sunday,0.00015608
2024-10-13,October,13,18:00,winter,Sunday,0.000162362
2024-10-13,October,13,19:00,winter,Sunday,0.000144601
2024-10-13,October,13,20:00,winter,Sunday,0.000129032
2024-10-13,October,13,21:00,winter,Sunday,0.00011957
2024-10-13,October,13,22:00,winter,Sunday,0.000105419
2024-10-13,October,13,23:00,winter,Sunday,9.518927581755536e-05
2024-10-14,October,14,00:00,winter,Monday,0.000104788
2024-10-14,October,14,01:00,winter,Monday,0.000104106
2024-10-14,October,14,02:00,winter,Monday,9.508087859643472e-05
2024-10-14,October,14,03:00,winter,Monday,8.405299054707529e-05
2024-10-14,October,14,04:00,winter,Monday,7.299245207509644e-05
2024-10-14,October,14,05:00,winter,Monday,7.240138062270992e-05
2024-10-14,October,14,06:00,winter,Monday,8.030081512697052e-05
2024-10-14,October,14,07:00,winter,Monday,9.230409190018915e-05
2024-10-14,October,14,08:00,winter,Monday,0.000100942
2024-10-14,October,14,09:00,winter,Monday,0.000101304
2024-10-14,October,14,10:00,winter,Monday,9.823694375569459e-05
2024-10-14,October,14,11:00,winter,Monday,9.704559888995736e-05
2024-10-14,October,14,12:00,winter,Monday,9.723638340289712e-05
2024-10-14,October,14,13:00,winter,Monday,9.507742550715932e-05
2024-10-14,October,14,14:00,winter,Monday,9.512129918633238e-05
2024-10-14,October,14,15:00,winter,Monday,9.801333534691903e-05
2024-10-14,October,14,16:00,winter,Monday,0.000112323
2024-10-14,October,14,17:00,winter,Monday,0.000146153
2024-10-14,October,14,18:00,winter,Monday,0.00015614
2024-10-14,October,14,19:00,winter,Monday,0.000142525
2024-10-14,October,14,20:00,winter,Monday,0.000128468
2024-10-14,October,14,21:00,winter,Monday,0.000119071
2024-10-14,October,14,22:00,winter,Monday,0.000108792
2024-10-14,October,14,23:00,winter,Monday,9.907089623534015e-05
2024-10-15,October,15,00:00,winter,Tuesday,0.000101472
2024-10-15,October,15,01:00,winter,Tuesday,0.000107134
2024-10-15,October,15,02:00,winter,Tuesday,9.847439113103275e-05
2024-10-15,October,15,03:00,winter,Tuesday,9.53253119787065e-05
2024-10-15,October,15,04:00,winter,Tuesday,8.66158357446671e-05
2024-10-15,October,15,05:00,winter,Tuesday,8.17798445974551e-05
2024-10-15,October,15,06:00,winter,Tuesday,8.883640569795096e-05
2024-10-15,October,15,07:00,winter,Tuesday,0.000100831
2024-10-15,October,15,08:00,winter,Tuesday,0.000108652
2024-10-15,October,15,09:00,winter,Tuesday,0.000106556
2024-10-15,October,15,10:00,winter,Tuesday,0.00010068
2024-10-15,October,15,11:00,winter,Tuesday,9.694355948780436e-05
2024-10-15,October,15,12:00,winter,Tuesday,9.496319989299939e-05
2024-10-15,October,15,13:00,winter,Tuesday,9.251885071866965e-05
2024-10-15,October,15,14:00,winter,Tuesday,9.138700501693694e-05
2024-10-15,October,15,15:00,winter,Tuesday,9.400608869612916e-05
2024-10-15,October,15,16:00,winter,Tuesday,0.000107868
2024-10-15,October,15,17:00,winter,Tuesday,0.000140637
2024-10-15,October,15,18:00,winter,Tuesday,0.00015333
2024-10-15,October,15,19:00,winter,Tuesday,0.000141788
2024-10-15,October,15,20:00,winter,Tuesday,0.000129813
2024-10-15,October,15,21:00,winter,Tuesday,0.000121233
2024-10-15,October,15,22:00,winter,Tuesday,0.000111241
2024-10-15,October,15,23:00,winter,Tuesday,0.00010234
2024-10-16,October,16,00:00,winter,Wednesday,0.000107022
2024-10-16,October,16,01:00,winter,Wednesday,0.000112715
2024-10-16,October,16,02:00,winter,Wednesday,0.000120928
2024-10-16,October,16,03:00,winter,Wednesday,0.000114332
2024-10-16,October,16,04:00,winter,Wednesday,9.945812417246167e-05
2024-10-16,October,16,05:00,winter,Wednesday,8.642929963685218e-05
2024-10-16,October,16,06:00,winter,Wednesday,8.734689250923827e-05
2024-10-16,October,16,07:00,winter,Wednesday,9.846039557802702e-05
2024-10-16,October,16,08:00,winter,Wednesday,0.000107153
2024-10-16,October,16,09:00,winter,Wednesday,0.000107574
2024-10-16,October,16,10:00,winter,Wednesday,0.000104879
2024-10-16,October,16,11:00,winter,Wednesday,0.000103496
2024-10-16,October,16,12:00,winter,Wednesday,0.000104477
2024-10-16,October,16,13:00,winter,Wednesday,0.000102273
2024-10-16,October,16,14:00,winter,Wednesday,0.000100141
2024-10-16,October,16,15:00,winter,Wednesday,0.00010133
2024-10-16,October,16,16:00,winter,Wednesday,0.000114275
2024-10-16,October,16,17:00,winter,Wednesday,0.000145577
2024-10-16,October,16,18:00,winter,Wednesday,0.000155502
2024-10-16,October,16,19:00,winter,Wednesday,0.000141557
2024-10-16,October,16,20:00,winter,Wednesday,0.000128103
2024-10-16,October,16,21:00,winter,Wednesday,0.000119732
2024-10-16,October,16,22:00,winter,Wednesday,0.000110519
2024-10-16,October,16,23:00,winter,Wednesday,9.941341884529064e-05
2024-10-17,October,17,00:00,winter,Thursday,0.00011383
2024-10-17,October,17,01:00,winter,Thursday,0.000114737
2024-10-17,October,17,02:00,winter,Thursday,0.000108549
2024-10-17,October,17,03:00,winter,Thursday,9.757250746093595e-05
2024-10-17,October,17,04:00,winter,Thursday,8.414804373760654e-05
2024-10-17,October,17,05:00,winter,Thursday,7.725823502010422e-05
2024-10-17,October,17,06:00,winter,Thursday,8.194061107986949e-05
2024-10-17,October,17,07:00,winter,Thursday,9.413486855963013e-05
2024-10-17,October,17,08:00,winter,Thursday,0.000104697
2024-10-17,October,17,09:00,winter,Thursday,0.000106293
2024-10-17,October,17,10:00,winter,Thursday,0.00010326
2024-10-17,October,17,11:00,winter,Thursday,0.000100564
2024-10-17,October,17,12:00,winter,Thursday,9.859212806824987e-05
2024-10-17,October,17,13:00,winter,Thursday,9.660268338942065e-05
2024-10-17,October,17,14:00,winter,Thursday,9.720939772513231e-05
2024-10-17,October,17,15:00,winter,Thursday,9.976057457176445e-05
2024-10-17,October,17,16:00,winter,Thursday,0.000113594
2024-10-17,October,17,17:00,winter,Thursday,0.000143474
2024-10-17,October,17,18:00,winter,Thursday,0.00015118
2024-10-17,October,17,19:00,winter,Thursday,0.000135942
2024-10-17,October,17,20:00,winter,Thursday,0.00012246
2024-10-17,October,17,21:00,winter,Thursday,0.000113775
2024-10-17,October,17,22:00,winter,Thursday,0.000103297
2024-10-17,October,17,23:00,winter,Thursday,9.358717554341124e-05
2024-10-18,October,18,00:00,winter,Friday,0.000106106
2024-10-18,October,18,01:00,winter,Friday,0.000100149
2024-10-18,October,18,02:00,winter,Friday,8.738436344039238e-05
2024-10-18,October,18,03:00,winter,Friday,8.277893528925686e-05
2024-10-18,October,18,04:00,winter,Friday,7.097749792951928e-05
2024-10-18,October,18,05:00,winter,Friday,6.724928156568725e-05
2024-10-18,October,18,06:00,winter,Friday,7.324870752913677e-05
2024-10-18,October,18,07:00,winter,Friday,8.546346442587362e-05
2024-10-18,October,18,08:00,winter,Friday,9.835037599854262e-05
2024-10-18,October,18,09:00,winter,Friday,0.000103494
2024-10-18,October,18,10:00,winter,Friday,0.000103246
2024-10-18,October,18,11:00,winter,Friday,0.000102984
2024-10-18,October,18,12:00,winter,Friday,0.000103401
2024-10-18,October,18,13:00,winter,Friday,0.000102215
2024-10-18,October,18,14:00,winter,Friday,0.000102539
2024-10-18,October,18,15:00,winter,Friday,0.000104632
2024-10-18,October,18,16:00,winter,Friday,0.000115391
2024-10-18,October,18,17:00,winter,Friday,0.000142537
2024-10-18,October,18,18:00,winter,Friday,0.00014951
2024-10-18,October,18,19:00,winter,Friday,0.000133478
2024-10-18,October,18,20:00,winter,Friday,0.000119383
2024-10-18,October,18,21:00,winter,Friday,0.000111368
2024-10-18,October,18,22:00,winter,Friday,0.000102792
2024-10-18,October,18,23:00,winter,Friday,9.459008090612476e-05
2024-10-19,October,19,00:00,winter,Saturday,9.583730615152478e-05
2024-10-19,October,19,01:00,winter,Saturday,9.508677064749207e-05
2024-10-19,October,19,02:00,winter,Saturday,9.357468424370042e-05
2024-10-19,October,19,03:00,winter,Saturday,9.159248532108107e-05
2024-10-19,October,19,04:00,winter,Saturday,8.042720627963309e-05
2024-10-19,October,19,05:00,winter,Saturday,7.095275471290188e-05
2024-10-19,October,19,06:00,winter,Saturday,7.020000652984917e-05
2024-10-19,October,19,07:00,winter,Saturday,8.454099015022491e-05
2024-10-19,October,19,08:00,winter,Saturday,0.000105706
2024-10-19,October,19,09:00,winter,Saturday,0.000115367
2024-10-19,October,19,10:00,winter,Saturday,0.000115821
2024-10-19,October,19,11:00,winter,Saturday,0.000114697
